rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,female_pct,male_pct,rank_clean
9110,801–1000,university of marrakech cadi ayyad,19.0–25.9,9110,15.8,1083,7.8,1206,28.6,848,36.3,865,42.0,658,Morocco,85610.0,55.6,1.0,48 : 52,University of Marrakech Cadi Ayyad,"History, Philosophy & Theology,Other Health,Chemistry,Business & Management,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,Physics & Astronomy,Medicine & Dentistry,Agriculture & Forestry,Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Economics & Econometrics,Psychology,Civil Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Education,Law,Geography,Computer Science,Electrical & Electronic Engineering,Communication & Media Studies,Chemical Engineering,Mathematics & Statistics",False,False,48.0,52.0,900.5
9130,801–1000,metropolitan autonomous university,19.0–25.9,9130,15.5,1102,15.7,735,42.2,673,39.0,653,24.9,997,Mexico,57742.0,20.1,0.0,48 : 52,Metropolitan Autonomous University,"Business & Management,General Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Chemical Engineering,Veterinary Science,Computer Science,Chemistry,Agriculture & Forestry,Economics & Econometrics,Other Health,Psychology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Medicine & Dentistry,History, Philosophy & Theology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Architecture,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Biological Sciences,Education,Law,Geography",False,False,48.0,52.0,900.5
9140,801–1000,mohammed v university of rabat,19.0–25.9,9140,24.9,602,8.9,1140,28.6,849,40.8,552,28.8,912,Morocco,75254.0,33.1,4.0,56 : 44,Mohammed V University of Rabat,"Computer Science,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Chemistry,Civil Engineering,Chemical Engineering,Languages, Literature & Linguistics,Other Health,Biological Sciences,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,History, Philosophy & Theology,Economics & Econometrics,Business & Management,Geography,Law,Mechanical & Aerospace Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Education,Sport Science,Medicine & Dentistry,Sociology,General Engineering",False,False,56.00000000000001,44.0,900.5
9150,801–1000,university of murcia,19.0–25.9,9150,27.4,514,13.2,844,32.2,808,35.3,980,37.6,736,Spain,30233.0,18.1,7.0,61 : 39,University of Murcia,"Sport Science,Communication & Media Studies,Languages, Literature & Linguistics,Law,Psychology,Computer Science,Veterinary Science,Biological Sciences,Art, Performing Arts & Design,Chemical Engineering,Sociology,Education,Physics & Astronomy,Business & Management,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,Agriculture & Forestry,Geography,Chemistry,Medicine & Dentistry,Accounting & Finance,Other Health,Geology, Environmental, Earth & Marine Sciences",False,False,61.0,39.0,900.5
9210,801–1000,national university of cuyo,19.0–25.9,9210,17.1,1011,7.0,1255,29.3,840,34.0,1234,41.5,664,Argentina,45269.0,10.1,8.0,58 : 42,National University of Cuyo,"Agriculture & Forestry,Business & Management,Other Health,Chemistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Architecture,Economics & Econometrics,Geography,Physics & Astronomy,Law,Mathematics & Statistics,Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Biological Sciences,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Communication & Media Studies,General Engineering,Education,Accounting & Finance,Sociology",False,False,57.99999999999999,42.0,900.5
9240,801–1000,national university of san martín,19.0–25.9,9240,15.9,1074,8.5,1167,33.0,797,34.6,1071,37.7,734,Argentina,14981.0,15.6,5.0,66 : 34,National University of San Martín,"Agriculture & Forestry,Communication & Media Studies,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Economics & Econometrics,Biological Sciences,History, Philosophy & Theology,Electrical & Electronic Engineering,Sociology,Veterinary Science,Accounting & Finance,Education,Psychology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Business & Management,Architecture,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy",False,False,66.0,34.0,900.5
9300,801–1000,normandy university,19.0–25.9,9300,15.6,1098,12.3,900,40.8,689,35.8,922,52.4,469,France,66189.0,20.7,11.0,,Normandy University,"Archaeology,Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Chemistry,Art, Performing Arts & Design,Civil Engineering,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Computer Science,Veterinary Science,Communication & Media Studies,Accounting & Finance,Law,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemical Engineering,Sport Science,Psychology,Other Health,Economics & Econometrics,General Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Mathematics & Statistics",False,False,,,900.5
9310,801–1000,"northeastern university, china",19.0–25.9,9310,21.7,752,22.8,491,12.8,1122,98.5,22,29.0,909,China,33718.0,14.4,4.0,,"Northeastern University, China","Art, Performing Arts & Design,Chemistry,Other Health,Business & Management,Sociology,Medicine & Dentistry,Law,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Sport Science,Education,Computer Science,Communication & Media Studies,Civil Engineering,Biological Sciences,Architecture,Mechanical & Aerospace Engineering,Physics & Astronomy,Mathematics & Statistics",False,False,,,900.5
9470,801–1000,pontifical catholic university of rio grande do sul (pucrs),19.0–25.9,9470,16.8,1027,11.0,988,39.5,708,48.9,341,26.3,964,Brazil,19398.0,23.2,0.0,50 : 50,Pontifical Catholic University of Rio Grande do Sul (PUCRS),"Economics & Econometrics,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,Biological Sciences,Art, Performing Arts & Design,Computer Science,Sport Science,Electrical & Electronic Engineering,Architecture,Other Health,Communication & Media Studies,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Psychology,Education,Business & Management,General Engineering",False,False,50.0,50.0,900.5
9540,801–1000,samara national research university (samara university),19.0–25.9,9540,19.2,892,12.2,905,43.3,655,46.0,388,24.9,999,Russian Federation,9934.0,10.3,7.0,51 : 49,Samara National Research University (Samara University),"General Engineering,Physics & Astronomy,Communication & Media Studies,Mechanical & Aerospace Engineering,Psychology,Languages, Literature & Linguistics,Computer Science,Sociology,Chemistry,Mathematics & Statistics,Business & Management,History, Philosophy & Theology,Law,Education,Electrical & Electronic Engineering,Economics & Econometrics,Accounting & Finance,Politics & International Studies (incl Development Studies),Biological Sciences",False,False,51.0,49.0,900.5
9780,801–1000,universiti tenaga nasional (uniten),19.0–25.9,9780,15.7,1089,13.1,855,24.6,917,81.0,85,35.1,788,Malaysia,7893.0,17.7,7.0,40 : 60,Universiti Tenaga Nasional (UNITEN),"Computer Science,Electrical & Electronic Engineering,Economics & Econometrics,Business & Management,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Accounting & Finance",False,False,40.0,60.0,900.5
9890,801–1000,universiti utara malaysia,19.0–25.9,9890,27.6,507,20.2,575,3.7,1246,36.9,814,53.2,455,Malaysia,13171.0,12.1,23.0,65 : 35,Universiti Utara Malaysia,"Communication & Media Studies,Sociology,Computer Science,Economics & Econometrics,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Psychology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Law,Accounting & Finance,Business & Management,Geography,History, Philosophy & Theology",False,False,65.0,35.0,900.5
9910,801–1000,vit university,19.0–25.9,9910,18.4,935,10.8,1002,28.7,846,36.8,823,23.4,1040,India,30941.0,17.9,3.0,27 : 73,VIT University,"Biological Sciences,Chemistry,Physics & Astronomy,Law,Languages, Literature & Linguistics,Civil Engineering,Business & Management,Economics & Econometrics,Accounting & Finance,General Engineering,Computer Science,Mathematics & Statistics,Agriculture & Forestry,Chemical Engineering,Architecture,Electrical & Electronic Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Communication & Media Studies",False,False,27.0,73.0,900.5
10010,1001+,university of abou bekr belkaïd tlemcen,9.8–18.9,10010,30.4,428,9.2,1107,5.2,1230,34.1,1162,39.7,698,Algeria,44100.0,24.3,1.0,72 : 28,University of Abou Bekr Belkaïd Tlemcen,"Art, Performing Arts & Design,Biological Sciences,Education,Physics & Astronomy,Business & Management,Electrical & Electronic Engineering,Veterinary Science,Computer Science,Psychology,Chemistry,Sociology,Archaeology,Accounting & Finance,History, Philosophy & Theology,Mathematics & Statistics,Mechanical & Aerospace Engineering,Law,Chemical Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,General Engineering,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies)",False,False,72.0,28.000000000000004,1001.0
10090,1001+,"university of the andes, venezuela",9.8–18.9,10090,13.2,1226,7.4,1225,9.5,1181,34.0,1190,44.8,597,Venezuela,47565.0,19.0,0.0,62 : 38,"University of the Andes, Venezuela","Accounting & Finance,Sport Science,Economics & Econometrics,Agriculture & Forestry,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Civil Engineering,Languages, Literature & Linguistics,Other Health,Chemical Engineering,Communication & Media Studies,Law,History, Philosophy & Theology,Psychology,Biological Sciences,Mathematics & Statistics,Business & Management,General Engineering,Architecture,Chemistry,Physics & Astronomy,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Geography,Education,Computer Science",False,False,62.0,38.0,1001.0
10140,1001+,university of antioquia,9.8–18.9,10140,16.4,1041,20.4,564,13.0,1113,40.2,590,38.0,727,Colombia,40505.0,23.3,0.0,51 : 49,University of Antioquia,"Biological Sciences,Medicine & Dentistry,Education,General Engineering,Sociology,Mechanical & Aerospace Engineering,Other Health,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Veterinary Science,History, Philosophy & Theology,Business & Management,Agriculture & Forestry,Mathematics & Statistics,Languages, Literature & Linguistics,Geography,Communication & Media Studies,Economics & Econometrics,Physics & Astronomy,Sport Science,Chemical Engineering,Civil Engineering,Architecture,Chemistry,Accounting & Finance,Electrical & Electronic Engineering,Law,Geology, Environmental, Earth & Marine Sciences,Psychology",False,False,51.0,49.0,1001.0
10200,1001+,universidad autónoma de yucatán,9.8–18.9,10200,14.3,1178,7.9,1196,11.5,1138,36.9,804,27.2,943,Mexico,16570.0,14.9,0.0,49 : 51,Universidad Autónoma de Yucatán,"Business & Management,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Biological Sciences,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Law,Languages, Literature & Linguistics,Sociology,Art, Performing Arts & Design,Veterinary Science,Other Health,Mathematics & Statistics,General Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Civil Engineering,Archaeology,Education,Physics & Astronomy,Architecture,Electrical & Electronic Engineering,Psychology,Economics & Econometrics,Chemistry",False,False,49.0,51.0,1001.0
10210,1001+,autonomous university of baja california,9.8–18.9,10210,12.4,1243,8.4,1170,6.8,1212,34.8,1037,29.7,892,Mexico,59812.0,20.4,2.0,53 : 47,Autonomous University of Baja California UABC Universidad Autónoma de Baja California,"Architecture,Politics & International Studies (incl Development Studies),Chemistry,Medicine & Dentistry,Law,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering,Physics & Astronomy,Other Health,Computer Science,History, Philosophy & Theology,Chemical Engineering,Accounting & Finance,Mechanical & Aerospace Engineering,Sport Science,Art, Performing Arts & Design,Biological Sciences,Languages, Literature & Linguistics,Sociology,Economics & Econometrics,Education,Psychology,Civil Engineering,Agriculture & Forestry,Electrical & Electronic Engineering,Veterinary Science,Business & Management,Communication & Media Studies",False,False,53.0,47.0,1001.0
10230,1001+,badji mokhtar university – annaba,9.8–18.9,10230,13.4,1217,9.3,1096,13.0,1114,34.1,1164,32.7,837,Algeria,40514.0,33.6,1.0,52 : 48,Badji Mokhtar University – Annaba,"History, Philosophy & Theology,General Engineering,Medicine & Dentistry,Civil Engineering,Accounting & Finance,Geography,Business & Management,Electrical & Electronic Engineering,Physics & Astronomy,Other Health,Law,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Architecture,Sport Science,Chemistry,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Mechanical & Aerospace Engineering,Computer Science,Sociology,Psychology,Education,Economics & Econometrics,Mathematics & Statistics,Biological Sciences",False,False,52.0,48.0,1001.0
10330,1001+,catholic university of the north,9.8–18.9,10330,13.5,1213,11.0,983,16.6,1043,34.5,1078,52.1,474,Chile,11669.0,20.5,2.0,45 : 55,Catholic University of the North,"Biological Sciences,Education,Chemistry,Chemical Engineering,Accounting & Finance,Agriculture & Forestry,History, Philosophy & Theology,Physics & Astronomy,Architecture,Sport Science,General Engineering,Other Health,Mathematics & Statistics,Psychology,Sociology,Business & Management,Civil Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Law,Medicine & Dentistry",False,False,45.0,55.00000000000001,1001.0
10340,1001+,ceará state university,9.8–18.9,10340,16.2,1054,7.7,1211,8.6,1193,34.0,1200,16.1,1213,Brazil,17934.0,16.3,0.0,56 : 44,Ceará State University,"Sport Science,Biological Sciences,Sociology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Accounting & Finance,Agriculture & Forestry,Psychology,Other Health,Physics & Astronomy,Chemistry,History, Philosophy & Theology,Mathematics & Statistics,Computer Science,Medicine & Dentistry,Business & Management,Art, Performing Arts & Design,Veterinary Science,Languages, Literature & Linguistics,Archaeology,Education,Geography,Politics & International Studies (incl Development Studies)",False,False,56.00000000000001,44.0,1001.0
10470,1001+,del rosario university,9.8–18.9,10470,15.6,1094,8.9,1134,18.1,1018,34.2,1145,45.6,578,Colombia,9568.0,12.5,1.0,,Del Rosario University,"Medicine & Dentistry,Education,Business & Management,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Psychology,Law,Accounting & Finance,General Engineering,Economics & Econometrics,Architecture,Biological Sciences,History, Philosophy & Theology,Communication & Media Studies,Sociology,Other Health",False,False,,,1001.0
10600,1001+,federal university of goiás,9.8–18.9,10600,18.5,921,9.4,1086,13.3,1101,37.6,750,18.3,1162,Brazil,29558.0,13.3,0.0,44 : 56,Federal University of Goiás,"Civil Engineering,Biological Sciences,Sociology,Business & Management,Agriculture & Forestry,Languages, Literature & Linguistics,Education,General Engineering,Chemical Engineering,Mathematics & Statistics,Psychology,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemistry,History, Philosophy & Theology,Geography,Law,Computer Science,Architecture,Other Health,Sport Science,Medicine & Dentistry,Art, Performing Arts & Design,Communication & Media Studies,Accounting & Finance,Veterinary Science,Physics & Astronomy,Mechanical & Aerospace Engineering",False,False,44.0,56.00000000000001,1001.0
10610,1001+,federal university of itajubá,9.8–18.9,10610,15.7,1085,8.6,1153,10.2,1169,36.6,834,21.4,1086,Brazil,8997.0,18.2,1.0,29 : 71,Federal University of Itajubá,"Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Physics & Astronomy,Mathematics & Statistics,Business & Management,Chemistry,Civil Engineering,Computer Science,General Engineering",False,False,29.0,71.0,1001.0
10620,1001+,federal university of lavras,9.8–18.9,10620,25.2,585,13.3,840,7.8,1200,37.6,751,17.9,1173,Brazil,15389.0,22.1,1.0,52 : 48,Federal University of Lavras,"Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Chemical Engineering,History, Philosophy & Theology,Computer Science,Mathematics & Statistics,Biological Sciences,Other Health,Chemistry,Business & Management,Veterinary Science,Civil Engineering,General Engineering,Agriculture & Forestry,Languages, Literature & Linguistics,Medicine & Dentistry,Physics & Astronomy,Law,Education,Sport Science",False,False,52.0,48.0,1001.0
10630,1001+,federal university of pará,9.8–18.9,10630,16.1,1055,9.1,1119,9.6,1179,34.5,1080,23.2,1043,Brazil,49435.0,20.7,0.0,56 : 44,Federal University of Pará,"Politics & International Studies (incl Development Studies),Biological Sciences,Mathematics & Statistics,Physics & Astronomy,Civil Engineering,General Engineering,Education,History, Philosophy & Theology,Chemistry,Accounting & Finance,Veterinary Science,Other Health,Sociology,Psychology,Sport Science,Chemical Engineering,Architecture,Languages, Literature & Linguistics,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Communication & Media Studies,Geography,Mechanical & Aerospace Engineering,Business & Management,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Law,Computer Science",False,False,56.00000000000001,44.0,1001.0
10650,1001+,federal university of pernambuco,9.8–18.9,10650,23.6,658,8.9,1136,14.1,1082,36.7,828,21.4,1087,Brazil,38264.0,14.7,1.0,50 : 50,Federal University of Pernambuco,"Accounting & Finance,Civil Engineering,Economics & Econometrics,Geography,Electrical & Electronic Engineering,Law,Sport Science,Art, Performing Arts & Design,Other Health,Sociology,Physics & Astronomy,Chemistry,Computer Science,History, Philosophy & Theology,Archaeology,General Engineering,Business & Management,Education,Psychology,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Communication & Media Studies,Mathematics & Statistics,Biological Sciences,Architecture,Chemical Engineering,Mechanical & Aerospace Engineering,Medicine & Dentistry",False,False,50.0,50.0,1001.0
10660,1001+,federal university of rio grande do norte (ufrn),9.8–18.9,10660,18.7,914,8.4,1172,16.0,1052,41.9,502,22.1,1065,Brazil,39365.0,16.3,0.0,56 : 44,Federal University of Rio Grande do Norte (UFRN),"Chemical Engineering,Mathematics & Statistics,Other Health,Sociology,Accounting & Finance,Architecture,Education,Business & Management,Languages, Literature & Linguistics,Chemistry,Electrical & Electronic Engineering,Medicine & Dentistry,Mechanical & Aerospace Engineering,Law,Psychology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Geography,Biological Sciences,General Engineering,Economics & Econometrics,History, Philosophy & Theology,Computer Science,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Physics & Astronomy,Agriculture & Forestry",False,False,56.00000000000001,44.0,1001.0
10670,1001+,federal university of santa maria,9.8–18.9,10670,18.4,928,8.4,1173,11.4,1145,35.8,918,16.5,1203,Brazil,26334.0,13.8,0.0,56 : 44,Federal University of Santa Maria,"Medicine & Dentistry,Law,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Other Health,Agriculture & Forestry,Computer Science,Chemistry,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),General Engineering,Business & Management,Mathematics & Statistics,Veterinary Science,Chemical Engineering,Architecture,Sociology,Biological Sciences,History, Philosophy & Theology,Physics & Astronomy,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Accounting & Finance,Psychology,Archaeology,Civil Engineering,Geography,Economics & Econometrics,Sport Science,Education",False,False,56.00000000000001,44.0,1001.0
10680,1001+,federal university of uberlândia,9.8–18.9,10680,23.7,650,9.2,1111,9.7,1178,34.3,1122,16.7,1202,Brazil,20461.0,11.5,,,Federal University of Uberlândia,"Education,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Law,Geography,Economics & Econometrics,Biological Sciences,Psychology,Accounting & Finance,Other Health,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Sociology,Electrical & Electronic Engineering,Mathematics & Statistics,Architecture,Computer Science,Veterinary Science,History, Philosophy & Theology,Civil Engineering,Chemistry,Business & Management,Agriculture & Forestry,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Sport Science",False,False,,,1001.0
10690,1001+,federal university of viçosa,9.8–18.9,10690,27.5,508,13.4,836,10.6,1163,45.8,393,19.4,1139,Brazil,17340.0,14.6,2.0,51 : 49,Federal University of Viçosa,"Geography,Civil Engineering,Biological Sciences,General Engineering,Architecture,Sociology,Business & Management,Mathematics & Statistics,Communication & Media Studies,Sport Science,Mechanical & Aerospace Engineering,Other Health,Economics & Econometrics,Languages, Literature & Linguistics,Accounting & Finance,Physics & Astronomy,Electrical & Electronic Engineering,Medicine & Dentistry,Veterinary Science,Computer Science,Chemistry,Agriculture & Forestry,Education,Law,Chemical Engineering,History, Philosophy & Theology",False,False,51.0,49.0,1001.0
10720,1001+,université frères mentouri constantine 1,9.8–18.9,10720,17.6,981,7.2,1240,7.1,1207,34.8,1040,37.5,737,Algeria,33735.0,19.4,0.0,55 : 45,Université Frères Mentouri Constantine 1,"Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Chemistry,General Engineering,Physics & Astronomy,Veterinary Science,Agriculture & Forestry,Mathematics & Statistics,Electrical & Electronic Engineering,Law,Mechanical & Aerospace Engineering,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics",False,False,55.00000000000001,45.0,1001.0
10760,1001+,"g.b. pant university of agriculture & technology, pantnagar",9.8–18.9,10760,22.9,702,7.5,1222,5.2,1231,37.8,737,12.7,1258,India,4389.0,7.5,0.0,43 : 57,"G.B. Pant University of Agriculture & Technology, Pantnagar",,False,False,43.0,56.99999999999999,1001.0
10830,1001+,university of guadalajara,9.8–18.9,10830,14.6,1161,7.6,1217,10.8,1158,34.0,1216,29.0,908,Mexico,120298.0,52.4,0.0,52 : 48,University of Guadalajara Universidad de Guadalajara UdeG UDG,"Business & Management,Mechanical & Aerospace Engineering,Chemistry,Languages, Literature & Linguistics,Law,Veterinary Science,Architecture,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies),Education,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemical Engineering,Mathematics & Statistics,General Engineering,Communication & Media Studies,Civil Engineering,Psychology,Art, Performing Arts & Design,Agriculture & Forestry,Sociology,Other Health,Accounting & Finance,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Medicine & Dentistry,Sport Science,Geography",False,False,52.0,48.0,1001.0
10840,1001+,university of guanajuato,9.8–18.9,10840,15.0,1135,7.8,1204,14.3,1079,34.0,1217,32.9,835,Mexico,24798.0,16.6,1.0,52 : 48,University of Guanajuato,"Art, Performing Arts & Design,Education,Agriculture & Forestry,Economics & Econometrics,Law,Geography,Accounting & Finance,Other Health,Veterinary Science,Architecture,Computer Science,Psychology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Sociology,History, Philosophy & Theology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemical Engineering,Chemistry,Business & Management,Electrical & Electronic Engineering,Biological Sciences,Archaeology,Medicine & Dentistry,Sport Science,General Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies)",False,False,52.0,48.0,1001.0
11010,1001+,ivane javakhishvili tbilisi state university,9.8–18.9,11010,15.2,1123,9.0,1127,2.9,1252,34.4,1105,44.6,607,Georgia,20225.0,24.8,2.0,62 : 38,Ivane Javakhishvili Tbilisi State University tsu,"Law,Other Health,Business & Management,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Communication & Media Studies,Electrical & Electronic Engineering,Psychology,Computer Science,Medicine & Dentistry,Archaeology,Education,Physics & Astronomy,Biological Sciences,Economics & Econometrics,Accounting & Finance,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Sociology,History, Philosophy & Theology,Chemistry,Geography,Languages, Literature & Linguistics",False,False,62.0,38.0,1001.0
11020,1001+,ivan franko national university of lviv,9.8–18.9,11020,19.7,852,7.6,1218,3.2,1249,34.0,1223,36.4,758,Ukraine,18210.0,9.6,1.0,75 : 25,Ivan Franko National University of Lviv,"Politics & International Studies (incl Development Studies),Economics & Econometrics,Business & Management,History, Philosophy & Theology,Geography,Electrical & Electronic Engineering,Chemistry,Sociology,Art, Performing Arts & Design,Physics & Astronomy,Languages, Literature & Linguistics,Biological Sciences,Education,Mathematics & Statistics,Computer Science,Archaeology,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Psychology,Law",False,False,75.0,25.0,1001.0
11100,1001+,kazan national research technological university,9.8–18.9,11100,16.1,1058,7.3,1234,17.4,1029,48.0,360,23.5,1035,Russian Federation,15631.0,10.6,10.0,47 : 53,Kazan National Research Technological University,"Business & Management,General Engineering,Chemical Engineering",False,False,47.0,53.0,1001.0
11230,1001+,university of león,9.8–18.9,11230,17.4,991,10.1,1039,23.6,935,35.7,927,34.1,807,Spain,12303.0,14.6,5.0,56 : 44,University of León,"Economics & Econometrics,Veterinary Science,Geography,General Engineering,Computer Science,History, Philosophy & Theology,Other Health,Law,Electrical & Electronic Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Biological Sciences,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Sport Science,Education",False,False,56.00000000000001,44.0,1001.0
11290,1001+,londrina state university,9.8–18.9,11290,21.3,765,19.5,603,14.0,1083,34.0,1229,17.5,1184,Brazil,23392.0,13.7,1.0,57 : 43,Londrina State University,"Architecture,Sociology,Law,Chemistry,Physics & Astronomy,Agriculture & Forestry,Business & Management,Computer Science,Veterinary Science,Medicine & Dentistry,Electrical & Electronic Engineering,Art, Performing Arts & Design,Communication & Media Studies,Mathematics & Statistics,Chemical Engineering,Psychology,Civil Engineering,Archaeology,Economics & Econometrics,Languages, Literature & Linguistics,History, Philosophy & Theology,Geography,Politics & International Studies (incl Development Studies),Biological Sciences,Accounting & Finance,Sport Science,General Engineering,Other Health,Education",False,False,56.99999999999999,43.0,1001.0
11330,1001+,universiti malaysia sarawak (unimas),9.8–18.9,11330,15.6,1097,8.6,1156,8.6,1194,34.3,1127,37.7,733,Malaysia,15426.0,19.2,5.0,65 : 35,Universiti Malaysia Sarawak (UNIMAS),"Economics & Econometrics,Biological Sciences,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Computer Science,Accounting & Finance,Chemistry,Architecture,Chemical Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Languages, Literature & Linguistics,Other Health,Geography,Art, Performing Arts & Design,Electrical & Electronic Engineering,Psychology",False,False,65.0,35.0,1001.0
11570,1001+,national university of colombia,9.8–18.9,11570,19.3,887,14.7,775,13.0,1116,34.2,1153,36.2,761,Colombia,51844.0,22.0,1.0,38 : 62,National University of Colombia,"Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Sociology,Business & Management,Education,Psychology,Other Health,Agriculture & Forestry,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Veterinary Science,Computer Science,Law,Geography,Architecture,Sport Science,Civil Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Economics & Econometrics,Medicine & Dentistry,Biological Sciences,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics",False,False,38.0,62.0,1001.0
